date,geography,variable,estimate,geography_type,share,metric,grouping
2022-04-01,Region,PHEV (Plug-in Hybrid Electric Vehicle),279,PSRC Region,0.013234038516269803,New Vehicle Registrations,All
2022-04-01,98001,BEV (Battery Electric Vehicle),13,Zipcode,0.07428571428571429,New Vehicle Registrations,All
2022-04-01,98001,HEV (Hybrid Electric Vehicle),17,Zipcode,0.09714285714285714,New Vehicle Registrations,All
2022-04-01,98001,ICE (Internal Combustion Engine),142,Zipcode,0.8114285714285714,New Vehicle Registrations,All
2022-04-01,98001,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.017142857142857144,New Vehicle Registrations,All
2022-04-01,98002,HEV (Hybrid Electric Vehicle),9,Zipcode,0.06521739130434782,New Vehicle Registrations,All
2022-04-01,98002,ICE (Internal Combustion Engine),128,Zipcode,0.927536231884058,New Vehicle Registrations,All
2022-04-01,98002,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.007246376811594203,New Vehicle Registrations,All
2022-04-01,98003,BEV (Battery Electric Vehicle),10,Zipcode,0.05405405405405406,New Vehicle Registrations,All
2022-04-01,98003,HEV (Hybrid Electric Vehicle),31,Zipcode,0.16756756756756758,New Vehicle Registrations,All
2022-04-01,98003,ICE (Internal Combustion Engine),143,Zipcode,0.772972972972973,New Vehicle Registrations,All
2022-04-01,98003,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.005405405405405406,New Vehicle Registrations,All
2022-04-01,98004,BEV (Battery Electric Vehicle),43,Zipcode,0.14333333333333334,New Vehicle Registrations,All
2022-04-01,98004,HEV (Hybrid Electric Vehicle),23,Zipcode,0.07666666666666666,New Vehicle Registrations,All
2022-04-01,98004,ICE (Internal Combustion Engine),232,Zipcode,0.7733333333333333,New Vehicle Registrations,All
2022-04-01,98004,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.006666666666666667,New Vehicle Registrations,All
2022-04-01,98005,BEV (Battery Electric Vehicle),19,Zipcode,0.1357142857142857,New Vehicle Registrations,All
2022-04-01,98005,HEV (Hybrid Electric Vehicle),12,Zipcode,0.08571428571428572,New Vehicle Registrations,All
2022-04-01,98005,ICE (Internal Combustion Engine),108,Zipcode,0.7714285714285715,New Vehicle Registrations,All
2022-04-01,98005,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.007142857142857143,New Vehicle Registrations,All
2022-04-01,98006,BEV (Battery Electric Vehicle),49,Zipcode,0.21875,New Vehicle Registrations,All
2022-04-01,98006,HEV (Hybrid Electric Vehicle),28,Zipcode,0.125,New Vehicle Registrations,All
2022-04-01,98006,ICE (Internal Combustion Engine),143,Zipcode,0.6383928571428571,New Vehicle Registrations,All
2022-04-01,98006,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.017857142857142856,New Vehicle Registrations,All
2022-04-01,98007,BEV (Battery Electric Vehicle),13,Zipcode,0.07386363636363637,New Vehicle Registrations,All
2022-04-01,98007,HEV (Hybrid Electric Vehicle),27,Zipcode,0.1534090909090909,New Vehicle Registrations,All
2022-04-01,98007,ICE (Internal Combustion Engine),133,Zipcode,0.7556818181818182,New Vehicle Registrations,All
2022-04-01,98007,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.017045454545454544,New Vehicle Registrations,All
2022-04-01,98008,BEV (Battery Electric Vehicle),15,Zipcode,0.1282051282051282,New Vehicle Registrations,All
2022-04-01,98008,HEV (Hybrid Electric Vehicle),17,Zipcode,0.1452991452991453,New Vehicle Registrations,All
2022-04-01,98008,ICE (Internal Combustion Engine),83,Zipcode,0.7094017094017094,New Vehicle Registrations,All
2022-04-01,98008,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.017094017094017096,New Vehicle Registrations,All
2022-04-01,98009,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98010,BEV (Battery Electric Vehicle),1,Zipcode,0.020833333333333332,New Vehicle Registrations,All
2022-04-01,98010,HEV (Hybrid Electric Vehicle),2,Zipcode,0.041666666666666664,New Vehicle Registrations,All
2022-04-01,98010,ICE (Internal Combustion Engine),44,Zipcode,0.9166666666666666,New Vehicle Registrations,All
2022-04-01,98010,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.020833333333333332,New Vehicle Registrations,All
2022-04-01,98011,BEV (Battery Electric Vehicle),25,Zipcode,0.1524390243902439,New Vehicle Registrations,All
2022-04-01,98011,HEV (Hybrid Electric Vehicle),11,Zipcode,0.06707317073170732,New Vehicle Registrations,All
2022-04-01,98011,ICE (Internal Combustion Engine),125,Zipcode,0.7621951219512195,New Vehicle Registrations,All
2022-04-01,98011,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.018292682926829267,New Vehicle Registrations,All
2022-04-01,98012,BEV (Battery Electric Vehicle),44,Zipcode,0.11369509043927649,New Vehicle Registrations,All
2022-04-01,98012,HEV (Hybrid Electric Vehicle),40,Zipcode,0.10335917312661498,New Vehicle Registrations,All
2022-04-01,98012,ICE (Internal Combustion Engine),301,Zipcode,0.7777777777777778,New Vehicle Registrations,All
2022-04-01,98012,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.00516795865633075,New Vehicle Registrations,All
2022-04-01,98014,BEV (Battery Electric Vehicle),7,Zipcode,0.15217391304347827,New Vehicle Registrations,All
2022-04-01,98014,HEV (Hybrid Electric Vehicle),4,Zipcode,0.08695652173913043,New Vehicle Registrations,All
2022-04-01,98014,ICE (Internal Combustion Engine),35,Zipcode,0.7608695652173914,New Vehicle Registrations,All
2022-04-01,98019,BEV (Battery Electric Vehicle),7,Zipcode,0.11475409836065574,New Vehicle Registrations,All
2022-04-01,98019,HEV (Hybrid Electric Vehicle),2,Zipcode,0.03278688524590164,New Vehicle Registrations,All
2022-04-01,98019,ICE (Internal Combustion Engine),51,Zipcode,0.8360655737704918,New Vehicle Registrations,All
2022-04-01,98019,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.01639344262295082,New Vehicle Registrations,All
2022-04-01,98020,BEV (Battery Electric Vehicle),10,Zipcode,0.1111111111111111,New Vehicle Registrations,All
2022-04-01,98020,HEV (Hybrid Electric Vehicle),11,Zipcode,0.12222222222222222,New Vehicle Registrations,All
2022-04-01,98020,ICE (Internal Combustion Engine),68,Zipcode,0.7555555555555555,New Vehicle Registrations,All
2022-04-01,98020,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.011111111111111112,New Vehicle Registrations,All
2022-04-01,98021,BEV (Battery Electric Vehicle),24,Zipcode,0.1411764705882353,New Vehicle Registrations,All
2022-04-01,98021,HEV (Hybrid Electric Vehicle),22,Zipcode,0.12941176470588237,New Vehicle Registrations,All
2022-04-01,98021,ICE (Internal Combustion Engine),121,Zipcode,0.711764705882353,New Vehicle Registrations,All
2022-04-01,98021,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.01764705882352941,New Vehicle Registrations,All
2022-04-01,98022,BEV (Battery Electric Vehicle),6,Zipcode,0.06315789473684211,New Vehicle Registrations,All
2022-04-01,98022,HEV (Hybrid Electric Vehicle),6,Zipcode,0.06315789473684211,New Vehicle Registrations,All
2022-04-01,98022,ICE (Internal Combustion Engine),83,Zipcode,0.8736842105263158,New Vehicle Registrations,All
2022-04-01,98023,BEV (Battery Electric Vehicle),12,Zipcode,0.047244094488188976,New Vehicle Registrations,All
2022-04-01,98023,HEV (Hybrid Electric Vehicle),18,Zipcode,0.07086614173228346,New Vehicle Registrations,All
2022-04-01,98023,ICE (Internal Combustion Engine),220,Zipcode,0.8661417322834646,New Vehicle Registrations,All
2022-04-01,98023,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.015748031496062992,New Vehicle Registrations,All
2022-04-01,98024,BEV (Battery Electric Vehicle),4,Zipcode,0.125,New Vehicle Registrations,All
2022-04-01,98024,HEV (Hybrid Electric Vehicle),2,Zipcode,0.0625,New Vehicle Registrations,All
2022-04-01,98024,ICE (Internal Combustion Engine),25,Zipcode,0.78125,New Vehicle Registrations,All
2022-04-01,98024,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.03125,New Vehicle Registrations,All
2022-04-01,98026,BEV (Battery Electric Vehicle),22,Zipcode,0.14102564102564102,New Vehicle Registrations,All
2022-04-01,98026,HEV (Hybrid Electric Vehicle),18,Zipcode,0.11538461538461539,New Vehicle Registrations,All
2022-04-01,98026,ICE (Internal Combustion Engine),112,Zipcode,0.717948717948718,New Vehicle Registrations,All
2022-04-01,98026,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.02564102564102564,New Vehicle Registrations,All
2022-04-01,98027,BEV (Battery Electric Vehicle),24,Zipcode,0.15789473684210525,New Vehicle Registrations,All
2022-04-01,98027,HEV (Hybrid Electric Vehicle),21,Zipcode,0.13815789473684212,New Vehicle Registrations,All
2022-04-01,98027,ICE (Internal Combustion Engine),103,Zipcode,0.6776315789473685,New Vehicle Registrations,All
2022-04-01,98027,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.02631578947368421,New Vehicle Registrations,All
2022-04-01,98028,BEV (Battery Electric Vehicle),16,Zipcode,0.1322314049586777,New Vehicle Registrations,All
2022-04-01,98028,HEV (Hybrid Electric Vehicle),15,Zipcode,0.12396694214876033,New Vehicle Registrations,All
2022-04-01,98028,ICE (Internal Combustion Engine),89,Zipcode,0.7355371900826446,New Vehicle Registrations,All
2022-04-01,98028,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.008264462809917356,New Vehicle Registrations,All
2022-04-01,98029,BEV (Battery Electric Vehicle),39,Zipcode,0.203125,New Vehicle Registrations,All
2022-04-01,98029,HEV (Hybrid Electric Vehicle),20,Zipcode,0.10416666666666667,New Vehicle Registrations,All
2022-04-01,98029,ICE (Internal Combustion Engine),132,Zipcode,0.6875,New Vehicle Registrations,All
2022-04-01,98029,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.005208333333333333,New Vehicle Registrations,All
2022-04-01,98030,BEV (Battery Electric Vehicle),9,Zipcode,0.055900621118012424,New Vehicle Registrations,All
2022-04-01,98030,HEV (Hybrid Electric Vehicle),25,Zipcode,0.15527950310559005,New Vehicle Registrations,All
2022-04-01,98030,ICE (Internal Combustion Engine),127,Zipcode,0.7888198757763976,New Vehicle Registrations,All
2022-04-01,98031,BEV (Battery Electric Vehicle),16,Zipcode,0.08695652173913043,New Vehicle Registrations,All
2022-04-01,98031,HEV (Hybrid Electric Vehicle),20,Zipcode,0.10869565217391304,New Vehicle Registrations,All
2022-04-01,98031,ICE (Internal Combustion Engine),147,Zipcode,0.7989130434782609,New Vehicle Registrations,All
2022-04-01,98031,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.005434782608695652,New Vehicle Registrations,All
2022-04-01,98032,BEV (Battery Electric Vehicle),7,Zipcode,0.040229885057471264,New Vehicle Registrations,All
2022-04-01,98032,HEV (Hybrid Electric Vehicle),16,Zipcode,0.09195402298850575,New Vehicle Registrations,All
2022-04-01,98032,ICE (Internal Combustion Engine),151,Zipcode,0.867816091954023,New Vehicle Registrations,All
2022-04-01,98033,BEV (Battery Electric Vehicle),45,Zipcode,0.18442622950819673,New Vehicle Registrations,All
2022-04-01,98033,HEV (Hybrid Electric Vehicle),16,Zipcode,0.06557377049180328,New Vehicle Registrations,All
2022-04-01,98033,ICE (Internal Combustion Engine),178,Zipcode,0.7295081967213115,New Vehicle Registrations,All
2022-04-01,98033,PHEV (Plug-in Hybrid Electric Vehicle),5,Zipcode,0.020491803278688523,New Vehicle Registrations,All
2022-04-01,98034,BEV (Battery Electric Vehicle),31,Zipcode,0.10130718954248366,New Vehicle Registrations,All
2022-04-01,98034,HEV (Hybrid Electric Vehicle),37,Zipcode,0.12091503267973856,New Vehicle Registrations,All
2022-04-01,98034,ICE (Internal Combustion Engine),234,Zipcode,0.7647058823529411,New Vehicle Registrations,All
2022-04-01,98034,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.013071895424836602,New Vehicle Registrations,All
2022-04-01,98036,BEV (Battery Electric Vehicle),16,Zipcode,0.08376963350785341,New Vehicle Registrations,All
2022-04-01,98036,HEV (Hybrid Electric Vehicle),20,Zipcode,0.10471204188481675,New Vehicle Registrations,All
2022-04-01,98036,ICE (Internal Combustion Engine),152,Zipcode,0.7958115183246073,New Vehicle Registrations,All
2022-04-01,98036,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.015706806282722512,New Vehicle Registrations,All
2022-04-01,98037,BEV (Battery Electric Vehicle),14,Zipcode,0.08536585365853659,New Vehicle Registrations,All
2022-04-01,98037,HEV (Hybrid Electric Vehicle),15,Zipcode,0.09146341463414634,New Vehicle Registrations,All
2022-04-01,98037,ICE (Internal Combustion Engine),134,Zipcode,0.8170731707317073,New Vehicle Registrations,All
2022-04-01,98037,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.006097560975609756,New Vehicle Registrations,All
2022-04-01,98038,BEV (Battery Electric Vehicle),19,Zipcode,0.08962264150943396,New Vehicle Registrations,All
2022-04-01,98038,HEV (Hybrid Electric Vehicle),19,Zipcode,0.08962264150943396,New Vehicle Registrations,All
2022-04-01,98038,ICE (Internal Combustion Engine),172,Zipcode,0.8113207547169812,New Vehicle Registrations,All
2022-04-01,98038,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.009433962264150943,New Vehicle Registrations,All
2022-04-01,98039,BEV (Battery Electric Vehicle),2,Zipcode,0.13333333333333333,New Vehicle Registrations,All
2022-04-01,98039,HEV (Hybrid Electric Vehicle),3,Zipcode,0.2,New Vehicle Registrations,All
2022-04-01,98039,ICE (Internal Combustion Engine),10,Zipcode,0.6666666666666666,New Vehicle Registrations,All
2022-04-01,98040,BEV (Battery Electric Vehicle),23,Zipcode,0.1503267973856209,New Vehicle Registrations,All
2022-04-01,98040,HEV (Hybrid Electric Vehicle),12,Zipcode,0.0784313725490196,New Vehicle Registrations,All
2022-04-01,98040,ICE (Internal Combustion Engine),110,Zipcode,0.7189542483660131,New Vehicle Registrations,All
2022-04-01,98040,PHEV (Plug-in Hybrid Electric Vehicle),8,Zipcode,0.05228758169934641,New Vehicle Registrations,All
2022-04-01,98042,BEV (Battery Electric Vehicle),20,Zipcode,0.08196721311475409,New Vehicle Registrations,All
2022-04-01,98042,HEV (Hybrid Electric Vehicle),24,Zipcode,0.09836065573770492,New Vehicle Registrations,All
2022-04-01,98042,ICE (Internal Combustion Engine),198,Zipcode,0.8114754098360656,New Vehicle Registrations,All
2022-04-01,98042,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.00819672131147541,New Vehicle Registrations,All
2022-04-01,98043,BEV (Battery Electric Vehicle),9,Zipcode,0.10112359550561797,New Vehicle Registrations,All
2022-04-01,98043,HEV (Hybrid Electric Vehicle),14,Zipcode,0.15730337078651685,New Vehicle Registrations,All
2022-04-01,98043,ICE (Internal Combustion Engine),66,Zipcode,0.7415730337078652,New Vehicle Registrations,All
2022-04-01,98045,BEV (Battery Electric Vehicle),7,Zipcode,0.06542056074766354,New Vehicle Registrations,All
2022-04-01,98045,HEV (Hybrid Electric Vehicle),10,Zipcode,0.09345794392523364,New Vehicle Registrations,All
2022-04-01,98045,ICE (Internal Combustion Engine),87,Zipcode,0.8130841121495327,New Vehicle Registrations,All
2022-04-01,98045,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.028037383177570093,New Vehicle Registrations,All
2022-04-01,98046,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98047,BEV (Battery Electric Vehicle),1,Zipcode,0.045454545454545456,New Vehicle Registrations,All
2022-04-01,98047,HEV (Hybrid Electric Vehicle),1,Zipcode,0.045454545454545456,New Vehicle Registrations,All
2022-04-01,98047,ICE (Internal Combustion Engine),20,Zipcode,0.9090909090909091,New Vehicle Registrations,All
2022-04-01,98051,ICE (Internal Combustion Engine),23,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98052,BEV (Battery Electric Vehicle),55,Zipcode,0.10826771653543307,New Vehicle Registrations,All
2022-04-01,98052,HEV (Hybrid Electric Vehicle),51,Zipcode,0.10039370078740158,New Vehicle Registrations,All
2022-04-01,98052,ICE (Internal Combustion Engine),396,Zipcode,0.7795275590551181,New Vehicle Registrations,All
2022-04-01,98052,PHEV (Plug-in Hybrid Electric Vehicle),6,Zipcode,0.011811023622047244,New Vehicle Registrations,All
2022-04-01,98053,BEV (Battery Electric Vehicle),24,Zipcode,0.21621621621621623,New Vehicle Registrations,All
2022-04-01,98053,HEV (Hybrid Electric Vehicle),12,Zipcode,0.10810810810810811,New Vehicle Registrations,All
2022-04-01,98053,ICE (Internal Combustion Engine),74,Zipcode,0.6666666666666666,New Vehicle Registrations,All
2022-04-01,98053,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.009009009009009009,New Vehicle Registrations,All
2022-04-01,98055,BEV (Battery Electric Vehicle),3,Zipcode,0.026785714285714284,New Vehicle Registrations,All
2022-04-01,98055,HEV (Hybrid Electric Vehicle),17,Zipcode,0.15178571428571427,New Vehicle Registrations,All
2022-04-01,98055,ICE (Internal Combustion Engine),92,Zipcode,0.8214285714285714,New Vehicle Registrations,All
2022-04-01,98056,BEV (Battery Electric Vehicle),21,Zipcode,0.12650602409638553,New Vehicle Registrations,All
2022-04-01,98056,HEV (Hybrid Electric Vehicle),22,Zipcode,0.13253012048192772,New Vehicle Registrations,All
2022-04-01,98056,ICE (Internal Combustion Engine),120,Zipcode,0.7228915662650602,New Vehicle Registrations,All
2022-04-01,98056,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.018072289156626505,New Vehicle Registrations,All
2022-04-01,98057,BEV (Battery Electric Vehicle),4,Zipcode,0.018604651162790697,New Vehicle Registrations,All
2022-04-01,98057,HEV (Hybrid Electric Vehicle),13,Zipcode,0.06046511627906977,New Vehicle Registrations,All
2022-04-01,98057,ICE (Internal Combustion Engine),196,Zipcode,0.9116279069767442,New Vehicle Registrations,All
2022-04-01,98057,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.009302325581395349,New Vehicle Registrations,All
2022-04-01,98058,BEV (Battery Electric Vehicle),12,Zipcode,0.06666666666666667,New Vehicle Registrations,All
2022-04-01,98058,HEV (Hybrid Electric Vehicle),17,Zipcode,0.09444444444444444,New Vehicle Registrations,All
2022-04-01,98058,ICE (Internal Combustion Engine),149,Zipcode,0.8277777777777777,New Vehicle Registrations,All
2022-04-01,98058,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.011111111111111112,New Vehicle Registrations,All
2022-04-01,98059,BEV (Battery Electric Vehicle),26,Zipcode,0.16560509554140126,New Vehicle Registrations,All
2022-04-01,98059,HEV (Hybrid Electric Vehicle),16,Zipcode,0.10191082802547771,New Vehicle Registrations,All
2022-04-01,98059,ICE (Internal Combustion Engine),113,Zipcode,0.7197452229299363,New Vehicle Registrations,All
2022-04-01,98059,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.012738853503184714,New Vehicle Registrations,All
2022-04-01,98065,BEV (Battery Electric Vehicle),15,Zipcode,0.15789473684210525,New Vehicle Registrations,All
2022-04-01,98065,HEV (Hybrid Electric Vehicle),9,Zipcode,0.09473684210526316,New Vehicle Registrations,All
2022-04-01,98065,ICE (Internal Combustion Engine),70,Zipcode,0.7368421052631579,New Vehicle Registrations,All
2022-04-01,98065,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.010526315789473684,New Vehicle Registrations,All
2022-04-01,98070,BEV (Battery Electric Vehicle),5,Zipcode,0.15625,New Vehicle Registrations,All
2022-04-01,98070,HEV (Hybrid Electric Vehicle),4,Zipcode,0.125,New Vehicle Registrations,All
2022-04-01,98070,ICE (Internal Combustion Engine),21,Zipcode,0.65625,New Vehicle Registrations,All
2022-04-01,98070,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.0625,New Vehicle Registrations,All
2022-04-01,98072,BEV (Battery Electric Vehicle),23,Zipcode,0.1554054054054054,New Vehicle Registrations,All
2022-04-01,98072,HEV (Hybrid Electric Vehicle),9,Zipcode,0.060810810810810814,New Vehicle Registrations,All
2022-04-01,98072,ICE (Internal Combustion Engine),113,Zipcode,0.7635135135135135,New Vehicle Registrations,All
2022-04-01,98072,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.02027027027027027,New Vehicle Registrations,All
2022-04-01,98074,BEV (Battery Electric Vehicle),31,Zipcode,0.18787878787878787,New Vehicle Registrations,All
2022-04-01,98074,HEV (Hybrid Electric Vehicle),21,Zipcode,0.12727272727272726,New Vehicle Registrations,All
2022-04-01,98074,ICE (Internal Combustion Engine),107,Zipcode,0.6484848484848484,New Vehicle Registrations,All
2022-04-01,98074,PHEV (Plug-in Hybrid Electric Vehicle),6,Zipcode,0.03636363636363636,New Vehicle Registrations,All
2022-04-01,98075,BEV (Battery Electric Vehicle),32,Zipcode,0.21768707482993196,New Vehicle Registrations,All
2022-04-01,98075,HEV (Hybrid Electric Vehicle),13,Zipcode,0.08843537414965986,New Vehicle Registrations,All
2022-04-01,98075,ICE (Internal Combustion Engine),98,Zipcode,0.6666666666666666,New Vehicle Registrations,All
2022-04-01,98075,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.027210884353741496,New Vehicle Registrations,All
2022-04-01,98077,BEV (Battery Electric Vehicle),10,Zipcode,0.136986301369863,New Vehicle Registrations,All
2022-04-01,98077,HEV (Hybrid Electric Vehicle),6,Zipcode,0.0821917808219178,New Vehicle Registrations,All
2022-04-01,98077,ICE (Internal Combustion Engine),55,Zipcode,0.7534246575342466,New Vehicle Registrations,All
2022-04-01,98077,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.0273972602739726,New Vehicle Registrations,All
2022-04-01,98087,BEV (Battery Electric Vehicle),16,Zipcode,0.08205128205128205,New Vehicle Registrations,All
2022-04-01,98087,HEV (Hybrid Electric Vehicle),26,Zipcode,0.13333333333333333,New Vehicle Registrations,All
2022-04-01,98087,ICE (Internal Combustion Engine),151,Zipcode,0.7743589743589744,New Vehicle Registrations,All
2022-04-01,98087,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.010256410256410256,New Vehicle Registrations,All
2022-04-01,98092,BEV (Battery Electric Vehicle),15,Zipcode,0.05905511811023622,New Vehicle Registrations,All
2022-04-01,98092,HEV (Hybrid Electric Vehicle),22,Zipcode,0.08661417322834646,New Vehicle Registrations,All
2022-04-01,98092,ICE (Internal Combustion Engine),213,Zipcode,0.8385826771653543,New Vehicle Registrations,All
2022-04-01,98092,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.015748031496062992,New Vehicle Registrations,All
2022-04-01,98101,BEV (Battery Electric Vehicle),14,Zipcode,0.16279069767441862,New Vehicle Registrations,All
2022-04-01,98101,HEV (Hybrid Electric Vehicle),5,Zipcode,0.05813953488372093,New Vehicle Registrations,All
2022-04-01,98101,ICE (Internal Combustion Engine),65,Zipcode,0.7558139534883721,New Vehicle Registrations,All
2022-04-01,98101,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.023255813953488372,New Vehicle Registrations,All
2022-04-01,98102,BEV (Battery Electric Vehicle),15,Zipcode,0.08670520231213873,New Vehicle Registrations,All
2022-04-01,98102,HEV (Hybrid Electric Vehicle),12,Zipcode,0.06936416184971098,New Vehicle Registrations,All
2022-04-01,98102,ICE (Internal Combustion Engine),142,Zipcode,0.8208092485549133,New Vehicle Registrations,All
2022-04-01,98102,PHEV (Plug-in Hybrid Electric Vehicle),4,Zipcode,0.023121387283236993,New Vehicle Registrations,All
2022-04-01,98103,BEV (Battery Electric Vehicle),24,Zipcode,0.08921933085501858,New Vehicle Registrations,All
2022-04-01,98103,HEV (Hybrid Electric Vehicle),26,Zipcode,0.09665427509293681,New Vehicle Registrations,All
2022-04-01,98103,ICE (Internal Combustion Engine),208,Zipcode,0.7732342007434945,New Vehicle Registrations,All
2022-04-01,98103,PHEV (Plug-in Hybrid Electric Vehicle),11,Zipcode,0.040892193308550186,New Vehicle Registrations,All
2022-04-01,98104,BEV (Battery Electric Vehicle),4,Zipcode,0.0784313725490196,New Vehicle Registrations,All
2022-04-01,98104,HEV (Hybrid Electric Vehicle),2,Zipcode,0.0392156862745098,New Vehicle Registrations,All
2022-04-01,98104,ICE (Internal Combustion Engine),45,Zipcode,0.8823529411764706,New Vehicle Registrations,All
2022-04-01,98105,BEV (Battery Electric Vehicle),21,Zipcode,0.12962962962962962,New Vehicle Registrations,All
2022-04-01,98105,HEV (Hybrid Electric Vehicle),17,Zipcode,0.10493827160493827,New Vehicle Registrations,All
2022-04-01,98105,ICE (Internal Combustion Engine),118,Zipcode,0.7283950617283951,New Vehicle Registrations,All
2022-04-01,98105,PHEV (Plug-in Hybrid Electric Vehicle),6,Zipcode,0.037037037037037035,New Vehicle Registrations,All
2022-04-01,98106,BEV (Battery Electric Vehicle),13,Zipcode,0.10483870967741936,New Vehicle Registrations,All
2022-04-01,98106,HEV (Hybrid Electric Vehicle),18,Zipcode,0.14516129032258066,New Vehicle Registrations,All
2022-04-01,98106,ICE (Internal Combustion Engine),91,Zipcode,0.7338709677419355,New Vehicle Registrations,All
2022-04-01,98106,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.016129032258064516,New Vehicle Registrations,All
2022-04-01,98107,BEV (Battery Electric Vehicle),21,Zipcode,0.13125,New Vehicle Registrations,All
