date,geography,variable,estimate,geography_type,share,metric,grouping
2022-04-01,98327,HEV (Hybrid Electric Vehicle),8,Zipcode,0.08602150537634409,New Vehicle Registrations,All
2022-04-01,98327,ICE (Internal Combustion Engine),82,Zipcode,0.8817204301075269,New Vehicle Registrations,All
2022-04-01,98328,HEV (Hybrid Electric Vehicle),1,Zipcode,0.021739130434782608,New Vehicle Registrations,All
2022-04-01,98328,ICE (Internal Combustion Engine),45,Zipcode,0.9782608695652174,New Vehicle Registrations,All
2022-04-01,98329,BEV (Battery Electric Vehicle),3,Zipcode,0.0625,New Vehicle Registrations,All
2022-04-01,98329,HEV (Hybrid Electric Vehicle),3,Zipcode,0.0625,New Vehicle Registrations,All
2022-04-01,98329,ICE (Internal Combustion Engine),40,Zipcode,0.8333333333333334,New Vehicle Registrations,All
2022-04-01,98329,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.041666666666666664,New Vehicle Registrations,All
2022-04-01,98332,BEV (Battery Electric Vehicle),10,Zipcode,0.0847457627118644,New Vehicle Registrations,All
2022-04-01,98332,HEV (Hybrid Electric Vehicle),6,Zipcode,0.05084745762711865,New Vehicle Registrations,All
2022-04-01,98332,ICE (Internal Combustion Engine),100,Zipcode,0.847457627118644,New Vehicle Registrations,All
2022-04-01,98332,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.01694915254237288,New Vehicle Registrations,All
2022-04-01,98333,BEV (Battery Electric Vehicle),3,Zipcode,0.15789473684210525,New Vehicle Registrations,All
2022-04-01,98333,HEV (Hybrid Electric Vehicle),3,Zipcode,0.15789473684210525,New Vehicle Registrations,All
2022-04-01,98333,ICE (Internal Combustion Engine),13,Zipcode,0.6842105263157895,New Vehicle Registrations,All
2022-04-01,98335,BEV (Battery Electric Vehicle),17,Zipcode,0.09714285714285714,New Vehicle Registrations,All
2022-04-01,98335,HEV (Hybrid Electric Vehicle),17,Zipcode,0.09714285714285714,New Vehicle Registrations,All
2022-04-01,98335,ICE (Internal Combustion Engine),140,Zipcode,0.8,New Vehicle Registrations,All
2022-04-01,98335,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.005714285714285714,New Vehicle Registrations,All
2022-04-01,98337,HEV (Hybrid Electric Vehicle),2,Zipcode,0.07407407407407407,New Vehicle Registrations,All
2022-04-01,98337,ICE (Internal Combustion Engine),25,Zipcode,0.9259259259259259,New Vehicle Registrations,All
2022-04-01,98338,BEV (Battery Electric Vehicle),5,Zipcode,0.034722222222222224,New Vehicle Registrations,All
2022-04-01,98338,HEV (Hybrid Electric Vehicle),10,Zipcode,0.06944444444444445,New Vehicle Registrations,All
2022-04-01,98338,ICE (Internal Combustion Engine),128,Zipcode,0.8888888888888888,New Vehicle Registrations,All
2022-04-01,98338,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.006944444444444444,New Vehicle Registrations,All
2022-04-01,98340,BEV (Battery Electric Vehicle),2,Zipcode,0.15384615384615385,New Vehicle Registrations,All
2022-04-01,98340,ICE (Internal Combustion Engine),11,Zipcode,0.8461538461538461,New Vehicle Registrations,All
2022-04-01,98342,ICE (Internal Combustion Engine),2,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98346,BEV (Battery Electric Vehicle),4,Zipcode,0.09523809523809523,New Vehicle Registrations,All
2022-04-01,98346,HEV (Hybrid Electric Vehicle),4,Zipcode,0.09523809523809523,New Vehicle Registrations,All
2022-04-01,98346,ICE (Internal Combustion Engine),33,Zipcode,0.7857142857142857,New Vehicle Registrations,All
2022-04-01,98346,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.023809523809523808,New Vehicle Registrations,All
2022-04-01,98349,BEV (Battery Electric Vehicle),1,Zipcode,0.03125,New Vehicle Registrations,All
2022-04-01,98349,HEV (Hybrid Electric Vehicle),1,Zipcode,0.03125,New Vehicle Registrations,All
2022-04-01,98349,ICE (Internal Combustion Engine),30,Zipcode,0.9375,New Vehicle Registrations,All
2022-04-01,98351,HEV (Hybrid Electric Vehicle),1,Zipcode,0.2,New Vehicle Registrations,All
2022-04-01,98351,ICE (Internal Combustion Engine),4,Zipcode,0.8,New Vehicle Registrations,All
2022-04-01,98354,BEV (Battery Electric Vehicle),1,Zipcode,0.03333333333333333,New Vehicle Registrations,All
2022-04-01,98354,HEV (Hybrid Electric Vehicle),1,Zipcode,0.03333333333333333,New Vehicle Registrations,All
2022-04-01,98354,ICE (Internal Combustion Engine),28,Zipcode,0.9333333333333333,New Vehicle Registrations,All
2022-04-01,98359,BEV (Battery Electric Vehicle),3,Zipcode,0.1111111111111111,New Vehicle Registrations,All
2022-04-01,98359,HEV (Hybrid Electric Vehicle),1,Zipcode,0.037037037037037035,New Vehicle Registrations,All
2022-04-01,98359,ICE (Internal Combustion Engine),23,Zipcode,0.8518518518518519,New Vehicle Registrations,All
2022-04-01,98360,BEV (Battery Electric Vehicle),2,Zipcode,0.025974025974025976,New Vehicle Registrations,All
2022-04-01,98360,HEV (Hybrid Electric Vehicle),8,Zipcode,0.1038961038961039,New Vehicle Registrations,All
2022-04-01,98360,ICE (Internal Combustion Engine),67,Zipcode,0.8701298701298701,New Vehicle Registrations,All
2022-04-01,98366,BEV (Battery Electric Vehicle),7,Zipcode,0.040697674418604654,New Vehicle Registrations,All
2022-04-01,98366,HEV (Hybrid Electric Vehicle),12,Zipcode,0.06976744186046512,New Vehicle Registrations,All
2022-04-01,98366,ICE (Internal Combustion Engine),152,Zipcode,0.8837209302325582,New Vehicle Registrations,All
2022-04-01,98366,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.005813953488372093,New Vehicle Registrations,All
2022-04-01,98367,BEV (Battery Electric Vehicle),7,Zipcode,0.03763440860215054,New Vehicle Registrations,All
2022-04-01,98367,HEV (Hybrid Electric Vehicle),11,Zipcode,0.05913978494623656,New Vehicle Registrations,All
2022-04-01,98367,ICE (Internal Combustion Engine),166,Zipcode,0.8924731182795699,New Vehicle Registrations,All
2022-04-01,98367,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.010752688172043012,New Vehicle Registrations,All
2022-04-01,98370,BEV (Battery Electric Vehicle),7,Zipcode,0.043209876543209874,New Vehicle Registrations,All
2022-04-01,98370,HEV (Hybrid Electric Vehicle),14,Zipcode,0.08641975308641975,New Vehicle Registrations,All
2022-04-01,98370,ICE (Internal Combustion Engine),139,Zipcode,0.8580246913580247,New Vehicle Registrations,All
2022-04-01,98370,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.012345679012345678,New Vehicle Registrations,All
2022-04-01,98371,BEV (Battery Electric Vehicle),7,Zipcode,0.050724637681159424,New Vehicle Registrations,All
2022-04-01,98371,HEV (Hybrid Electric Vehicle),14,Zipcode,0.10144927536231885,New Vehicle Registrations,All
2022-04-01,98371,ICE (Internal Combustion Engine),117,Zipcode,0.8478260869565217,New Vehicle Registrations,All
2022-04-01,98372,BEV (Battery Electric Vehicle),2,Zipcode,0.014925373134328358,New Vehicle Registrations,All
2022-04-01,98372,HEV (Hybrid Electric Vehicle),15,Zipcode,0.11194029850746269,New Vehicle Registrations,All
2022-04-01,98372,ICE (Internal Combustion Engine),116,Zipcode,0.8656716417910447,New Vehicle Registrations,All
2022-04-01,98372,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.007462686567164179,New Vehicle Registrations,All
2022-04-01,98373,BEV (Battery Electric Vehicle),2,Zipcode,0.015625,New Vehicle Registrations,All
2022-04-01,98373,HEV (Hybrid Electric Vehicle),12,Zipcode,0.09375,New Vehicle Registrations,All
2022-04-01,98373,ICE (Internal Combustion Engine),113,Zipcode,0.8828125,New Vehicle Registrations,All
2022-04-01,98373,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0078125,New Vehicle Registrations,All
2022-04-01,98374,BEV (Battery Electric Vehicle),6,Zipcode,0.025210084033613446,New Vehicle Registrations,All
2022-04-01,98374,HEV (Hybrid Electric Vehicle),17,Zipcode,0.07142857142857142,New Vehicle Registrations,All
2022-04-01,98374,ICE (Internal Combustion Engine),215,Zipcode,0.9033613445378151,New Vehicle Registrations,All
2022-04-01,98375,BEV (Battery Electric Vehicle),7,Zipcode,0.04430379746835443,New Vehicle Registrations,All
2022-04-01,98375,HEV (Hybrid Electric Vehicle),15,Zipcode,0.0949367088607595,New Vehicle Registrations,All
2022-04-01,98375,ICE (Internal Combustion Engine),136,Zipcode,0.8607594936708861,New Vehicle Registrations,All
2022-04-01,98380,HEV (Hybrid Electric Vehicle),2,Zipcode,0.10526315789473684,New Vehicle Registrations,All
2022-04-01,98380,ICE (Internal Combustion Engine),17,Zipcode,0.8947368421052632,New Vehicle Registrations,All
2022-04-01,98383,BEV (Battery Electric Vehicle),1,Zipcode,0.0072992700729927005,New Vehicle Registrations,All
2022-04-01,98383,HEV (Hybrid Electric Vehicle),11,Zipcode,0.08029197080291971,New Vehicle Registrations,All
2022-04-01,98383,ICE (Internal Combustion Engine),124,Zipcode,0.9051094890510949,New Vehicle Registrations,All
2022-04-01,98383,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0072992700729927005,New Vehicle Registrations,All
2022-04-01,98385,ICE (Internal Combustion Engine),3,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98387,BEV (Battery Electric Vehicle),8,Zipcode,0.03065134099616858,New Vehicle Registrations,All
2022-04-01,98387,HEV (Hybrid Electric Vehicle),15,Zipcode,0.05747126436781609,New Vehicle Registrations,All
2022-04-01,98387,ICE (Internal Combustion Engine),236,Zipcode,0.9042145593869731,New Vehicle Registrations,All
2022-04-01,98387,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.007662835249042145,New Vehicle Registrations,All
2022-04-01,98388,BEV (Battery Electric Vehicle),2,Zipcode,0.05263157894736842,New Vehicle Registrations,All
2022-04-01,98388,HEV (Hybrid Electric Vehicle),3,Zipcode,0.07894736842105263,New Vehicle Registrations,All
2022-04-01,98388,ICE (Internal Combustion Engine),33,Zipcode,0.868421052631579,New Vehicle Registrations,All
2022-04-01,98390,BEV (Battery Electric Vehicle),3,Zipcode,0.061224489795918366,New Vehicle Registrations,All
2022-04-01,98390,HEV (Hybrid Electric Vehicle),5,Zipcode,0.10204081632653061,New Vehicle Registrations,All
2022-04-01,98390,ICE (Internal Combustion Engine),41,Zipcode,0.8367346938775511,New Vehicle Registrations,All
2022-04-01,98391,BEV (Battery Electric Vehicle),25,Zipcode,0.07530120481927711,New Vehicle Registrations,All
2022-04-01,98391,HEV (Hybrid Electric Vehicle),33,Zipcode,0.09939759036144578,New Vehicle Registrations,All
2022-04-01,98391,ICE (Internal Combustion Engine),273,Zipcode,0.822289156626506,New Vehicle Registrations,All
2022-04-01,98391,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.0030120481927710845,New Vehicle Registrations,All
2022-04-01,98392,BEV (Battery Electric Vehicle),3,Zipcode,0.23076923076923078,New Vehicle Registrations,All
2022-04-01,98392,ICE (Internal Combustion Engine),10,Zipcode,0.7692307692307693,New Vehicle Registrations,All
2022-04-01,98394,BEV (Battery Electric Vehicle),1,Zipcode,0.08333333333333333,New Vehicle Registrations,All
2022-04-01,98394,HEV (Hybrid Electric Vehicle),3,Zipcode,0.25,New Vehicle Registrations,All
2022-04-01,98394,ICE (Internal Combustion Engine),8,Zipcode,0.6666666666666666,New Vehicle Registrations,All
2022-04-01,98396,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98401,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98402,BEV (Battery Electric Vehicle),2,Zipcode,0.05555555555555555,New Vehicle Registrations,All
2022-04-01,98402,HEV (Hybrid Electric Vehicle),1,Zipcode,0.027777777777777776,New Vehicle Registrations,All
2022-04-01,98402,ICE (Internal Combustion Engine),32,Zipcode,0.8888888888888888,New Vehicle Registrations,All
2022-04-01,98402,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.027777777777777776,New Vehicle Registrations,All
2022-04-01,98403,BEV (Battery Electric Vehicle),3,Zipcode,0.06976744186046512,New Vehicle Registrations,All
2022-04-01,98403,HEV (Hybrid Electric Vehicle),5,Zipcode,0.11627906976744186,New Vehicle Registrations,All
2022-04-01,98403,ICE (Internal Combustion Engine),35,Zipcode,0.813953488372093,New Vehicle Registrations,All
2022-04-01,98404,BEV (Battery Electric Vehicle),5,Zipcode,0.04032258064516129,New Vehicle Registrations,All
2022-04-01,98404,HEV (Hybrid Electric Vehicle),3,Zipcode,0.024193548387096774,New Vehicle Registrations,All
2022-04-01,98404,ICE (Internal Combustion Engine),115,Zipcode,0.9274193548387096,New Vehicle Registrations,All
2022-04-01,98404,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.008064516129032258,New Vehicle Registrations,All
2022-04-01,98405,BEV (Battery Electric Vehicle),7,Zipcode,0.07446808510638298,New Vehicle Registrations,All
2022-04-01,98405,HEV (Hybrid Electric Vehicle),9,Zipcode,0.09574468085106383,New Vehicle Registrations,All
2022-04-01,98405,ICE (Internal Combustion Engine),77,Zipcode,0.8191489361702128,New Vehicle Registrations,All
2022-04-01,98405,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.010638297872340425,New Vehicle Registrations,All
2022-04-01,98406,BEV (Battery Electric Vehicle),4,Zipcode,0.045454545454545456,New Vehicle Registrations,All
2022-04-01,98406,HEV (Hybrid Electric Vehicle),13,Zipcode,0.14772727272727273,New Vehicle Registrations,All
2022-04-01,98406,ICE (Internal Combustion Engine),70,Zipcode,0.7954545454545454,New Vehicle Registrations,All
2022-04-01,98406,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.011363636363636364,New Vehicle Registrations,All
2022-04-01,98407,BEV (Battery Electric Vehicle),8,Zipcode,0.06611570247933884,New Vehicle Registrations,All
2022-04-01,98407,HEV (Hybrid Electric Vehicle),16,Zipcode,0.1322314049586777,New Vehicle Registrations,All
2022-04-01,98407,ICE (Internal Combustion Engine),97,Zipcode,0.8016528925619835,New Vehicle Registrations,All
2022-04-01,98408,BEV (Battery Electric Vehicle),3,Zipcode,0.037037037037037035,New Vehicle Registrations,All
2022-04-01,98408,HEV (Hybrid Electric Vehicle),7,Zipcode,0.08641975308641975,New Vehicle Registrations,All
2022-04-01,98408,ICE (Internal Combustion Engine),71,Zipcode,0.8765432098765432,New Vehicle Registrations,All
2022-04-01,98409,BEV (Battery Electric Vehicle),1,Zipcode,0.008130081300813009,New Vehicle Registrations,All
2022-04-01,98409,HEV (Hybrid Electric Vehicle),9,Zipcode,0.07317073170731707,New Vehicle Registrations,All
2022-04-01,98409,ICE (Internal Combustion Engine),112,Zipcode,0.9105691056910569,New Vehicle Registrations,All
2022-04-01,98409,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.008130081300813009,New Vehicle Registrations,All
2022-04-01,98418,BEV (Battery Electric Vehicle),1,Zipcode,0.027777777777777776,New Vehicle Registrations,All
2022-04-01,98418,HEV (Hybrid Electric Vehicle),1,Zipcode,0.027777777777777776,New Vehicle Registrations,All
2022-04-01,98418,ICE (Internal Combustion Engine),34,Zipcode,0.9444444444444444,New Vehicle Registrations,All
2022-04-01,98421,ICE (Internal Combustion Engine),3,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98422,BEV (Battery Electric Vehicle),5,Zipcode,0.05319148936170213,New Vehicle Registrations,All
2022-04-01,98422,HEV (Hybrid Electric Vehicle),9,Zipcode,0.09574468085106383,New Vehicle Registrations,All
2022-04-01,98422,ICE (Internal Combustion Engine),77,Zipcode,0.8191489361702128,New Vehicle Registrations,All
2022-04-01,98422,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.031914893617021274,New Vehicle Registrations,All
2022-04-01,98424,BEV (Battery Electric Vehicle),4,Zipcode,0.05128205128205128,New Vehicle Registrations,All
2022-04-01,98424,HEV (Hybrid Electric Vehicle),7,Zipcode,0.08974358974358974,New Vehicle Registrations,All
2022-04-01,98424,ICE (Internal Combustion Engine),66,Zipcode,0.8461538461538461,New Vehicle Registrations,All
2022-04-01,98424,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.01282051282051282,New Vehicle Registrations,All
2022-04-01,98433,BEV (Battery Electric Vehicle),2,Zipcode,0.015267175572519083,New Vehicle Registrations,All
2022-04-01,98433,HEV (Hybrid Electric Vehicle),3,Zipcode,0.022900763358778626,New Vehicle Registrations,All
2022-04-01,98433,ICE (Internal Combustion Engine),125,Zipcode,0.9541984732824428,New Vehicle Registrations,All
2022-04-01,98433,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.007633587786259542,New Vehicle Registrations,All
2022-04-01,98438,ICE (Internal Combustion Engine),6,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98439,ICE (Internal Combustion Engine),21,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98443,HEV (Hybrid Electric Vehicle),2,Zipcode,0.1,New Vehicle Registrations,All
2022-04-01,98443,ICE (Internal Combustion Engine),18,Zipcode,0.9,New Vehicle Registrations,All
2022-04-01,98444,BEV (Battery Electric Vehicle),1,Zipcode,0.006802721088435374,New Vehicle Registrations,All
2022-04-01,98444,HEV (Hybrid Electric Vehicle),14,Zipcode,0.09523809523809523,New Vehicle Registrations,All
2022-04-01,98444,ICE (Internal Combustion Engine),132,Zipcode,0.8979591836734694,New Vehicle Registrations,All
2022-04-01,98445,BEV (Battery Electric Vehicle),2,Zipcode,0.014925373134328358,New Vehicle Registrations,All
2022-04-01,98445,HEV (Hybrid Electric Vehicle),11,Zipcode,0.08208955223880597,New Vehicle Registrations,All
2022-04-01,98445,ICE (Internal Combustion Engine),120,Zipcode,0.8955223880597015,New Vehicle Registrations,All
2022-04-01,98445,PHEV (Plug-in Hybrid Electric Vehicle),1,Zipcode,0.007462686567164179,New Vehicle Registrations,All
2022-04-01,98446,BEV (Battery Electric Vehicle),4,Zipcode,0.05970149253731343,New Vehicle Registrations,All
2022-04-01,98446,HEV (Hybrid Electric Vehicle),6,Zipcode,0.08955223880597014,New Vehicle Registrations,All
2022-04-01,98446,ICE (Internal Combustion Engine),57,Zipcode,0.8507462686567164,New Vehicle Registrations,All
2022-04-01,98447,ICE (Internal Combustion Engine),1,Zipcode,1,New Vehicle Registrations,All
2022-04-01,98465,BEV (Battery Electric Vehicle),1,Zipcode,0.037037037037037035,New Vehicle Registrations,All
2022-04-01,98465,ICE (Internal Combustion Engine),24,Zipcode,0.8888888888888888,New Vehicle Registrations,All
2022-04-01,98465,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.07407407407407407,New Vehicle Registrations,All
2022-04-01,98466,BEV (Battery Electric Vehicle),6,Zipcode,0.045454545454545456,New Vehicle Registrations,All
2022-04-01,98466,HEV (Hybrid Electric Vehicle),10,Zipcode,0.07575757575757576,New Vehicle Registrations,All
2022-04-01,98466,ICE (Internal Combustion Engine),113,Zipcode,0.8560606060606061,New Vehicle Registrations,All
2022-04-01,98466,PHEV (Plug-in Hybrid Electric Vehicle),3,Zipcode,0.022727272727272728,New Vehicle Registrations,All
2022-04-01,98467,BEV (Battery Electric Vehicle),2,Zipcode,0.028169014084507043,New Vehicle Registrations,All
2022-04-01,98467,HEV (Hybrid Electric Vehicle),10,Zipcode,0.14084507042253522,New Vehicle Registrations,All
2022-04-01,98467,ICE (Internal Combustion Engine),57,Zipcode,0.8028169014084507,New Vehicle Registrations,All
2022-04-01,98467,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.028169014084507043,New Vehicle Registrations,All
2022-04-01,98498,BEV (Battery Electric Vehicle),2,Zipcode,0.015384615384615385,New Vehicle Registrations,All
2022-04-01,98498,HEV (Hybrid Electric Vehicle),14,Zipcode,0.1076923076923077,New Vehicle Registrations,All
2022-04-01,98498,ICE (Internal Combustion Engine),114,Zipcode,0.8769230769230769,New Vehicle Registrations,All
2022-04-01,98499,BEV (Battery Electric Vehicle),1,Zipcode,0.007246376811594203,New Vehicle Registrations,All
2022-04-01,98499,HEV (Hybrid Electric Vehicle),10,Zipcode,0.07246376811594203,New Vehicle Registrations,All
2022-04-01,98499,ICE (Internal Combustion Engine),127,Zipcode,0.9202898550724637,New Vehicle Registrations,All
2022-04-01,98580,BEV (Battery Electric Vehicle),1,Zipcode,0.014285714285714285,New Vehicle Registrations,All
2022-04-01,98580,HEV (Hybrid Electric Vehicle),4,Zipcode,0.05714285714285714,New Vehicle Registrations,All
2022-04-01,98580,ICE (Internal Combustion Engine),63,Zipcode,0.9,New Vehicle Registrations,All
2022-04-01,98580,PHEV (Plug-in Hybrid Electric Vehicle),2,Zipcode,0.02857142857142857,New Vehicle Registrations,All
2017-01-31,King,BEV (Battery Electric Vehicle),8813,County,0.0055384201582657135,Total Vehicle Registrations,All
2017-01-31,King,ICE (Internal Combustion Engine),1578808,County,0.9921822368354901,Total Vehicle Registrations,All
2017-01-31,King,PHEV (Plug-in Hybrid Electric Vehicle),3627,County,0.0022793430062441554,Total Vehicle Registrations,All
2017-01-31,Kitsap,BEV (Battery Electric Vehicle),557,County,0.002468424551296255,Total Vehicle Registrations,All
2017-01-31,Kitsap,ICE (Internal Combustion Engine),224829,County,0.9963616219809439,Total Vehicle Registrations,All
2017-01-31,Kitsap,PHEV (Plug-in Hybrid Electric Vehicle),264,County,0.001169953467759805,Total Vehicle Registrations,All
2017-01-31,Pierce,BEV (Battery Electric Vehicle),822,County,0.0012290706610964745,Total Vehicle Registrations,All
2017-01-31,Pierce,ICE (Internal Combustion Engine),667226,County,0.9976495145021367,Total Vehicle Registrations,All
2017-01-31,Pierce,PHEV (Plug-in Hybrid Electric Vehicle),750,County,0.0011214148367668564,Total Vehicle Registrations,All
2017-01-31,Snohomish,BEV (Battery Electric Vehicle),1549,County,0.002419359877048412,Total Vehicle Registrations,All
2017-01-31,Snohomish,ICE (Internal Combustion Engine),637899,County,0.9963248845766979,Total Vehicle Registrations,All
2017-01-31,Snohomish,PHEV (Plug-in Hybrid Electric Vehicle),804,County,0.0012557555462536626,Total Vehicle Registrations,All
2017-02-28,King,BEV (Battery Electric Vehicle),9107,County,0.005731493951942805,Total Vehicle Registrations,All
2017-02-28,King,ICE (Internal Combustion Engine),1576114,County,0.9919279519679787,Total Vehicle Registrations,All
2017-02-28,King,PHEV (Plug-in Hybrid Electric Vehicle),3719,County,0.002340554080078543,Total Vehicle Registrations,All
2017-02-28,Kitsap,BEV (Battery Electric Vehicle),562,County,0.0024938541139717953,Total Vehicle Registrations,All
2017-02-28,Kitsap,ICE (Internal Combustion Engine),224510,County,0.996254781366206,Total Vehicle Registrations,All
2017-02-28,Kitsap,PHEV (Plug-in Hybrid Electric Vehicle),282,County,0.0012513645198221465,Total Vehicle Registrations,All
2017-02-28,Pierce,BEV (Battery Electric Vehicle),862,County,0.0012921271680979497,Total Vehicle Registrations,All
2017-02-28,Pierce,ICE (Internal Combustion Engine),665478,County,0.9975431595956931,Total Vehicle Registrations,All
2017-02-28,Pierce,PHEV (Plug-in Hybrid Electric Vehicle),777,County,0.0011647132362089408,Total Vehicle Registrations,All
2017-02-28,Snohomish,BEV (Battery Electric Vehicle),1604,County,0.002509767596146474,Total Vehicle Registrations,All
2017-02-28,Snohomish,ICE (Internal Combustion Engine),636674,County,0.996199360666434,Total Vehicle Registrations,All
2017-02-28,Snohomish,PHEV (Plug-in Hybrid Electric Vehicle),825,County,0.001290871737419477,Total Vehicle Registrations,All
2017-03-31,King,BEV (Battery Electric Vehicle),9326,County,0.005880246256592106,Total Vehicle Registrations,All
2017-03-31,King,ICE (Internal Combustion Engine),1572868,County,0.9917275540546334,Total Vehicle Registrations,All
2017-03-31,King,PHEV (Plug-in Hybrid Electric Vehicle),3794,County,0.0023921996887744422,Total Vehicle Registrations,All
2017-03-31,Kitsap,BEV (Battery Electric Vehicle),573,County,0.002538599561393793,Total Vehicle Registrations,All
2017-03-31,Kitsap,ICE (Internal Combustion Engine),224851,County,0.9961721640121391,Total Vehicle Registrations,All
2017-03-31,Kitsap,PHEV (Plug-in Hybrid Electric Vehicle),291,County,0.0012892364264670048,Total Vehicle Registrations,All
2017-03-31,Pierce,BEV (Battery Electric Vehicle),876,County,0.0013146047181703583,Total Vehicle Registrations,All
2017-03-31,Pierce,ICE (Internal Combustion Engine),664700,County,0.9975088540728735,Total Vehicle Registrations,All
2017-03-31,Pierce,PHEV (Plug-in Hybrid Electric Vehicle),784,County,0.00117654120895612,Total Vehicle Registrations,All
2017-03-31,Snohomish,BEV (Battery Electric Vehicle),1656,County,0.0025948425936517237,Total Vehicle Registrations,All
2017-03-31,Snohomish,ICE (Internal Combustion Engine),635683,County,0.9960732635629884,Total Vehicle Registrations,All
2017-03-31,Snohomish,PHEV (Plug-in Hybrid Electric Vehicle),850,County,0.0013318938433598824,Total Vehicle Registrations,All
2017-04-30,King,BEV (Battery Electric Vehicle),9567,County,0.006049970594373091,Total Vehicle Registrations,All
2017-04-30,King,ICE (Internal Combustion Engine),1567874,County,0.9914907071895177,Total Vehicle Registrations,All
2017-04-30,King,PHEV (Plug-in Hybrid Electric Vehicle),3889,County,0.0024593222161092246,Total Vehicle Registrations,All
2017-04-30,Kitsap,BEV (Battery Electric Vehicle),585,County,0.002589366335581877,Total Vehicle Registrations,All
2017-04-30,Kitsap,ICE (Internal Combustion Engine),225039,County,0.9960827534923249,Total Vehicle Registrations,All
2017-04-30,Kitsap,PHEV (Plug-in Hybrid Electric Vehicle),300,County,0.0013278801720932702,Total Vehicle Registrations,All
2017-04-30,Pierce,BEV (Battery Electric Vehicle),917,County,0.0013780169479554406,Total Vehicle Registrations,All
2017-04-30,Pierce,ICE (Internal Combustion Engine),663725,County,0.9974092680280532,Total Vehicle Registrations,All
2017-04-30,Pierce,PHEV (Plug-in Hybrid Electric Vehicle),807,County,0.00121271502399132,Total Vehicle Registrations,All
2017-04-30,Snohomish,BEV (Battery Electric Vehicle),1709,County,0.0026810702945569095,Total Vehicle Registrations,All
2017-04-30,Snohomish,ICE (Internal Combustion Engine),634861,County,0.9959666285972465,Total Vehicle Registrations,All
2017-04-30,Snohomish,PHEV (Plug-in Hybrid Electric Vehicle),862,County,0.001352301108196639,Total Vehicle Registrations,All
2017-05-31,King,BEV (Battery Electric Vehicle),9806,County,0.0062079321748907314,Total Vehicle Registrations,All
2017-05-31,King,ICE (Internal Combustion Engine),1565788,County,0.9912610344949835,Total Vehicle Registrations,All
2017-05-31,King,PHEV (Plug-in Hybrid Electric Vehicle),3998,County,0.002531033330125754,Total Vehicle Registrations,All
2017-05-31,Kitsap,BEV (Battery Electric Vehicle),596,County,0.0026350927145876255,Total Vehicle Registrations,All
2017-05-31,Kitsap,ICE (Internal Combustion Engine),225278,County,0.9960208331491126,Total Vehicle Registrations,All
2017-05-31,Kitsap,PHEV (Plug-in Hybrid Electric Vehicle),304,County,0.0013440741362997285,Total Vehicle Registrations,All
2017-05-31,Pierce,BEV (Battery Electric Vehicle),933,County,0.0014033810502945897,Total Vehicle Registrations,All
2017-05-31,Pierce,ICE (Internal Combustion Engine),663067,County,0.9973586954723287,Total Vehicle Registrations,All
2017-05-31,Pierce,PHEV (Plug-in Hybrid Electric Vehicle),823,County,0.0012379234773766852,Total Vehicle Registrations,All
2017-05-31,Snohomish,BEV (Battery Electric Vehicle),1739,County,0.002729174546327699,Total Vehicle Registrations,All
2017-05-31,Snohomish,ICE (Internal Combustion Engine),634581,County,0.9959070228770428,Total Vehicle Registrations,All
2017-05-31,Snohomish,PHEV (Plug-in Hybrid Electric Vehicle),869,County,0.00136380257662954,Total Vehicle Registrations,All
2017-06-30,King,BEV (Battery Electric Vehicle),10038,County,0.006362551333644763,Total Vehicle Registrations,All
